Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,ECM-receptor interaction,9/88,5.578018953639682e-10,8.199687861850332e-08,0,0,24.814160523021283,528.7157461299545,LAMA5;COL4A2;SDC4;COL4A1;DAG1;LAMB1;LAMC1;AGRN;HSPG2
KEGG_2021_Human,Protein digestion and absorption,7/103,8.45395979284022e-07,6.213660447737561e-05,0,0,15.527329749103943,217.12580539733776,COL18A1;COL4A2;COL4A1;ELN;CTRB1;ATP1A1;ATP1B1
KEGG_2021_Human,Thyroid hormone synthesis,5/75,3.695516302442839e-05,0.0018108029881969,0,0,14.909774436090226,152.16625332614535,PAX8;CREB3L2;ALB;ATP1A1;ATP1B1
KEGG_2021_Human,Small cell lung cancer,5/92,9.84688910332156e-05,0.0032059880718341,0,0,11.986085904416212,110.5808703968905,LAMA5;COL4A2;COL4A1;LAMB1;LAMC1
KEGG_2021_Human,IL-17 signaling pathway,5/94,0.00010904721332769338,0.0032059880718341,0,0,11.715552927261976,106.88953725388168,JUND;FOSB;FOS;S100A9;S100A8
KEGG_2021_Human,Amoebiasis,5/102,0.00016033559543799543,0.0039282220882308,0,0,10.744981009224093,93.8922386262267,LAMA5;COL4A2;COL4A1;LAMB1;LAMC1
KEGG_2021_Human,Focal adhesion,6/201,0.0005205446373892402,0.0106103396423368,0,0,6.4500818330605565,48.76671391108642,LAMA5;COL4A2;COL4A1;LAMB1;LAMC1;IGF1R
KEGG_2021_Human,Proteoglycans in cancer,6/205,0.0005774334499230941,0.0106103396423368,0,0,6.319148936170213,47.12137140531573,ARHGEF12;SDC4;CTSL;IQGAP1;HSPG2;IGF1R
KEGG_2021_Human,Fat digestion and absorption,3/43,0.0012945471308939,0.0201479927945073,0,0,15.355670103092784,102.10897717127874,FABP2;APOA1;APOA4
KEGG_2021_Human,Pathways in cancer,9/531,0.0013706117547283,0.0201479927945073,0,0,3.671466464569913,24.20413570111238,LAMA5;ARHGEF12;COL4A2;PAX8;COL4A1;LAMB1;LAMC1;FOS;IGF1R
KEGG_2021_Human,PI3K-Akt signaling pathway,7/354,0.002008967637023,0.0268471129674901,0,0,4.241300238604319,26.33904409801257,LAMA5;COL4A2;COL4A1;CREB3L2;LAMB1;LAMC1;IGF1R
KEGG_2021_Human,AMPK signaling pathway,4/120,0.0031028215275947,0.0380095637130351,0,0,7.10632183908046,41.04215964376,CPT1A;CREB3L2;EEF2;IGF1R
KEGG_2021_Human,Mineral absorption,3/60,0.0033760739560196,0.0381756055026832,0,0,10.766684753119913,61.27365293527066,S100G;ATP1A1;ATP1B1
KEGG_2021_Human,Relaxin signaling pathway,4/129,0.004019087401475,0.0422004177154876,0,0,6.591666666666667,36.36425024662468,COL4A2;COL4A1;CREB3L2;FOS
KEGG_2021_Human,Amphetamine addiction,3/69,0.0050044009602974,0.0490431294109149,0,0,9.294283036551075,49.23588406625014,CREB3L2;FOSB;FOS
KEGG_2021_Human,Proximal tubule bicarbonate reclamation,2/23,0.0058476195920622,0.0492993884202419,0,0,19.318756073858115,99.33164622370634,ATP1A1;ATP1B1
KEGG_2021_Human,PPAR signaling pathway,3/74,0.006081441880416,0.0492993884202419,0,0,8.637578045593147,44.07335823715741,FABP2;CPT1A;APOA1
KEGG_2021_Human,Vitamin digestion and absorption,2/24,0.0063585473607634,0.0492993884202419,0,0,18.43970315398887,93.26719485343038,APOA1;APOA4
KEGG_2021_Human,Human papillomavirus infection,6/331,0.0063720297958135,0.0492993884202419,0,0,3.844517184942717,19.43725304154584,LAMA5;COL4A2;COL4A1;CREB3L2;LAMB1;LAMC1
KEGG_2021_Human,Insulin secretion,3/86,0.0091967042793181,0.0675957764529886,0,0,7.384300086945721,34.62431918243145,CREB3L2;ATP1A1;ATP1B1
KEGG_2021_Human,Aldosterone synthesis and secretion,3/98,0.0130939766052085,0.0916578362364597,0,0,6.447639717851329,27.954405817650997,CREB3L2;ATP1A1;ATP1B1
KEGG_2021_Human,Pancreatic secretion,3/102,0.0145721785315227,0.093630487834154,0,0,6.185879412683536,26.15786422245009,CTRB1;ATP1A1;ATP1B1
KEGG_2021_Human,Aldosterone-regulated sodium reabsorption,2/37,0.0147110875878218,0.093630487834154,0,0,11.583090379008746,48.87083992538764,ATP1A1;ATP1B1
KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",3/106,0.0161412670571553,0.093630487834154,0,0,5.944450005004504,24.52903651782376,JUND;CREB3L2;FOS
KEGG_2021_Human,Glucagon signaling pathway,3/107,0.0165478094013241,0.093630487834154,0,0,5.886994448850119,24.14551684724853,CPT1A;LDHA;CREB3L2
KEGG_2021_Human,Insulin resistance,3/108,0.0169600753440739,0.093630487834154,0,0,5.830633284241531,23.77086922419914,CPT1A;CREB3L2;OGT
KEGG_2021_Human,Pathogenic Escherichia coli infection,4/197,0.017197436540967,0.093630487834154,0,0,4.254533678756476,17.28614882835806,ARHGEF12;MYO6;MYH9;FOS
KEGG_2021_Human,Toxoplasmosis,3/112,0.0186665018739365,0.0979991348381667,0,0,5.615530123900501,22.35556415568353,LAMA5;LAMB1;LAMC1
KEGG_2021_Human,"Growth hormone synthesis, secretion and action",3/119,0.0218742991047355,0.1100699505753955,0,0,5.274795591894774,20.16260489683167,SOCS2;CREB3L2;FOS
KEGG_2021_Human,Carbohydrate digestion and absorption,2/47,0.0231205576171507,0.1100699505753955,0,0,9.004535147392291,33.92038210413699,ATP1A1;ATP1B1
KEGG_2021_Human,cAMP signaling pathway,4/216,0.0232120303934507,0.1100699505753955,0,0,3.869496855345912,14.561243961361502,CREB3L2;FOS;ATP1A1;ATP1B1
KEGG_2021_Human,Cocaine addiction,2/49,0.0249911884332231,0.1121911001780913,0,0,8.620495006513243,31.803005852102093,CREB3L2;FOSB
KEGG_2021_Human,Osteoclast differentiation,3/127,0.025886385384727,0.1121911001780913,0,0,4.932490854672431,18.023509556776776,JUND;FOSB;FOS
KEGG_2021_Human,Cholesterol metabolism,2/50,0.025948961945953,0.1121911001780913,0,0,8.44047619047619,30.82144266223132,APOA1;APOA4
KEGG_2021_Human,Endocrine and other factor-regulated calcium reabsorption,2/53,0.0289100845392208,0.1214223550647276,0,0,7.942777110844338,28.14574537420548,ATP1A1;ATP1B1
KEGG_2021_Human,Fluid shear stress and atherosclerosis,3/139,0.0325947616635109,0.1330952767926696,0,0,4.4945421467556095,15.387531072601112,SDC4;CTSL;FOS
KEGG_2021_Human,Adrenergic signaling in cardiomyocytes,3/150,0.0394642695250037,0.1567904762209606,0,0,4.155901535872081,13.433368165586538,CREB3L2;ATP1A1;ATP1B1
KEGG_2021_Human,Hepatitis B,3/162,0.0477283097674535,0.1808657347657426,0,0,3.839914413538222,11.681904980352178,CREB3L2;FOS;HSPG2
KEGG_2021_Human,Prolactin signaling pathway,2/70,0.0479847867745847,0.1808657347657426,0,0,5.951980792316927,18.075399411278084,SOCS2;FOS
KEGG_2021_Human,Adherens junction,2/71,0.0492185490137595,0.1808781676255662,0,0,5.865424430641822,17.663636014354466,IQGAP1;IGF1R
KEGG_2021_Human,cGMP-PKG signaling pathway,3/167,0.0514036895977325,0.1843010334357727,0,0,3.7219009303495096,11.046770664030335,CREB3L2;ATP1A1;ATP1B1
KEGG_2021_Human,Gastric acid secretion,2/76,0.0555565913641185,0.1944480697744149,0,0,5.467733039161611,15.803679213614178,ATP1A1;ATP1B1
KEGG_2021_Human,Cardiac muscle contraction,2/87,0.0704242763009009,0.2407527585170335,0,0,4.75750300120048,12.622688988987855,ATP1A1;ATP1B1
KEGG_2021_Human,Bile secretion,2/90,0.0746819496854827,0.2495056046310446,0,0,4.594619666048238,11.920818158765336,ATP1A1;ATP1B1
KEGG_2021_Human,Salivary secretion,2/93,0.0790200821692442,0.2525206973669328,0,0,4.442475891455484,11.27524039277228,ATP1A1;ATP1B1
KEGG_2021_Human,Rheumatoid arthritis,2/93,0.0790200821692442,0.2525206973669328,0,0,4.442475891455484,11.27524039277228,CTSL;FOS
KEGG_2021_Human,Prostate cancer,2/97,0.0849237360045432,0.2656125360142098,0,0,4.254564983888292,10.49176426482804,CREB3L2;IGF1R
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,2/100,0.0894369333512961,0.2738554313702767,0,0,4.123698458975427,9.95552171579456,COL4A2;COL4A1
KEGG_2021_Human,Longevity regulating pathway,2/102,0.0924846891098034,0.2738554313702767,0,0,4.040816326530612,9.62002061056518,CREB3L2;IGF1R
KEGG_2021_Human,Lipid and atherosclerosis,3/215,0.0931481059082573,0.2738554313702767,0,0,2.87220385139078,6.817361144157757,APOA1;APOA4;FOS
KEGG_2021_Human,Regulation of actin cytoskeleton,3/218,0.0961161230181164,0.2770405898757474,0,0,2.831695037161352,6.632391029569676,ARHGEF12;MYH9;IQGAP1
KEGG_2021_Human,HIF-1 signaling pathway,2/109,0.1033831480896997,0.292256207099728,0,0,3.775128743086019,8.566949896272241,LDHA;IGF1R
KEGG_2021_Human,TNF signaling pathway,2/112,0.1081575453020714,0.2987966980077759,0,0,3.6716141001855287,8.166280575904093,CREB3L2;FOS
KEGG_2021_Human,Cholinergic synapse,2/113,0.109762052329387,0.2987966980077759,0,0,3.638352638352639,8.038723369904124,CREB3L2;FOS
KEGG_2021_Human,Thyroid hormone signaling pathway,2/121,0.1228182019197929,0.3282595578583558,0,0,3.392385525638827,7.1140022366712525,ATP1A1;ATP1B1
KEGG_2021_Human,Lysosome,2/128,0.1345359164474102,0.353156780674452,0,0,3.202785876255264,6.424545308435403,CTSL;PSAP
KEGG_2021_Human,Dopaminergic synapse,2/132,0.1413417095746185,0.3613566243999472,0,0,3.1036106750392465,6.072446585747735,CREB3L2;FOS
KEGG_2021_Human,Vascular smooth muscle contraction,2/133,0.1430547538373086,0.3613566243999472,0,0,3.07976320299112,5.988685251990531,ARHGEF12;MYH9
KEGG_2021_Human,Autophagy,2/137,0.1499507080843318,0.3613566243999472,0,0,2.9879062736205597,5.669398730173793,CTSL;IGF1R
KEGG_2021_Human,Yersinia infection,2/137,0.1499507080843318,0.3613566243999472,0,0,2.9879062736205597,5.669398730173793,ARHGEF12;FOS
KEGG_2021_Human,Estrogen signaling pathway,2/137,0.1499507080843318,0.3613566243999472,0,0,2.9879062736205597,5.669398730173793,CREB3L2;FOS
KEGG_2021_Human,Propanoate metabolism,1/34,0.1568134700259566,0.3702132579990747,0,0,6.081114172023263,11.266469699963473,LDHA
KEGG_2021_Human,Apoptosis,2/142,0.1586628248567463,0.3702132579990747,0,0,2.880466472303207,5.302863672530919,CTSL;FOS
KEGG_2021_Human,Breast cancer,2/147,0.1674678305136682,0.3717126847086338,0,0,2.780436312456017,4.968539602428729,FOS;IGF1R
KEGG_2021_Human,Cell adhesion molecules,2/148,0.1692391088589375,0.3717126847086338,0,0,2.761252446183953,4.905206802489739,SDC4;CADM1
KEGG_2021_Human,African trypanosomiasis,1/37,0.1694200671801256,0.3717126847086338,0,0,5.57351290684624,9.895070145641316,APOA1
KEGG_2021_Human,Thyroid cancer,1/37,0.1694200671801256,0.3717126847086338,0,0,5.57351290684624,9.895070145641316,PAX8
KEGG_2021_Human,Oxytocin signaling pathway,2/154,0.1799323214637967,0.3884520468075744,0,0,2.651450053705693,4.547699495381422,FOS;EEF2
KEGG_2021_Human,MAPK signaling pathway,3/294,0.1823346342158002,0.3884520468075744,0,0,2.08406844510575,3.5469003257231084,JUND;FOS;IGF1R
KEGG_2021_Human,Fatty acid degradation,1/43,0.1940761190078197,0.4075598499164215,0,0,4.775853775853776,7.830035336967146,CPT1A
KEGG_2021_Human,Vasopressin-regulated water reabsorption,1/44,0.1981144149654997,0.4101805492947671,0,0,4.664552501761804,7.551493311263548,CREB3L2
KEGG_2021_Human,Type II diabetes mellitus,1/46,0.2061310043831236,0.4173796708479212,0,0,4.45679012345679,7.038356248208516,SOCS2
KEGG_2021_Human,Other types of O-glycan biosynthesis,1/47,0.2101094941683413,0.4173796708479212,0,0,4.359683794466403,6.801658146757973,OGT
KEGG_2021_Human,Pyruvate metabolism,1/47,0.2101094941683413,0.4173796708479212,0,0,4.359683794466403,6.801658146757973,LDHA
KEGG_2021_Human,Sphingolipid metabolism,1/49,0.21800735103248,0.4272944080236609,0,0,4.177609427609427,6.363445371866637,PSAP
KEGG_2021_Human,Cysteine and methionine metabolism,1/50,0.2219269115603851,0.4292533684128501,0,0,4.092145949288806,6.1603458876211565,LDHA
KEGG_2021_Human,Ovarian steroidogenesis,1/51,0.2258270216564654,0.4297088595481911,0,0,4.01010101010101,5.966974015935645,IGF1R
KEGG_2021_Human,NOD-like receptor signaling pathway,2/181,0.2290890210690458,0.4297088595481911,0,0,2.248432333827385,3.313390195707374,ERBIN;TXNIP
KEGG_2021_Human,Axon guidance,2/182,0.2309319721381435,0.4297088595481911,0,0,2.235827664399093,3.276900805609977,ARHGEF12;PLXNB2
KEGG_2021_Human,Alcoholism,2/186,0.2383134061741662,0.4379008838450304,0,0,2.186779059449867,3.136209947287738,CREB3L2;FOSB
KEGG_2021_Human,Transcriptional misregulation in cancer,2/192,0.2494084860677239,0.4526302154562398,0,0,2.117078410311493,2.939908923064224,PAX8;IGF1R
KEGG_2021_Human,Viral myocarditis,1/60,0.2600683562676618,0.4606029924258589,0,0,3.396849854476973,4.574913980988086,DAG1
KEGG_2021_Human,Long-term depression,1/60,0.2600683562676618,0.4606029924258589,0,0,3.396849854476973,4.574913980988086,IGF1R
KEGG_2021_Human,Cortisol synthesis and secretion,1/65,0.2784389392137884,0.4861741416448693,0,0,3.1306818181818183,4.00275356439037,CREB3L2
KEGG_2021_Human,Aminoacyl-tRNA biosynthesis,1/66,0.2820585025763683,0.4861741416448693,0,0,3.0823620823620823,3.9011631304837175,LARS2
KEGG_2021_Human,Glycolysis / Gluconeogenesis,1/67,0.2856600898087258,0.4861741416448693,0,0,3.0355065809611266,3.8033460819667058,LDHA
KEGG_2021_Human,Adipocytokine signaling pathway,1/69,0.2928096888806698,0.4861741416448693,0,0,2.9459298871063577,3.6182865561027495,CPT1A
KEGG_2021_Human,Central carbon metabolism in cancer,1/70,0.2963578762035246,0.4861741416448693,0,0,2.9030888596105986,3.530700422312052,LDHA
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,2/219,0.2994045567518106,0.4861741416448693,0,0,1.8511238596821216,2.232380566234585,CREB3L2;FOS
KEGG_2021_Human,Melanoma,1/72,0.3034014618596549,0.4861741416448693,0,0,2.821027173139849,3.3646345783285243,IGF1R
KEGG_2021_Human,Human cytomegalovirus infection,2/225,0.310472504438317,0.4861741416448693,0,0,1.800768737988469,2.106287043338685,ARHGEF12;CREB3L2
KEGG_2021_Human,Glioma,1/75,0.3138361616484454,0.4861741416448693,0,0,2.7062517062517064,3.1362323637249645,IGF1R
KEGG_2021_Human,Pertussis,1/76,0.3172798893506643,0.4861741416448693,0,0,2.67003367003367,3.065121123308704,FOS
KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,1/77,0.3207065055587057,0.4861741416448693,0,0,2.6347687400318978,2.996335121708695,DAG1
KEGG_2021_Human,Leishmaniasis,1/77,0.3207065055587057,0.4861741416448693,0,0,2.6347687400318978,2.996335121708695,FOS
KEGG_2021_Human,Thermogenesis,2/232,0.3233415604981886,0.4861741416448693,0,0,1.7453416149068324,1.9705710590679104,CPT1A;CREB3L2
KEGG_2021_Human,Coronavirus disease,2/232,0.3233415604981886,0.4861741416448693,0,0,1.7453416149068324,1.9705710590679104,RPL23A;FOS
KEGG_2021_Human,Antigen processing and presentation,1/78,0.3241160944299128,0.4861741416448693,0,0,2.600419782237964,2.929772078325152,CTSL
KEGG_2021_Human,RNA degradation,1/79,0.3275087398015298,0.4863008560689382,0,0,2.566951566951567,2.865335397718705,BTG2
KEGG_2021_Human,B cell receptor signaling pathway,1/81,0.3342435328543524,0.4892512828742485,0,0,2.5025252525252526,2.742480915944007,FOS
KEGG_2021_Human,Chemical carcinogenesis,2/239,0.3361522419748238,0.4892512828742485,0,0,1.693188667872212,1.8458992510839436,CREB3L2;FOS
KEGG_2021_Human,Colorectal cancer,1/86,0.3507897886854045,0.5055499895760242,0,0,2.354723707664884,2.46673350535558,FOS
KEGG_2021_Human,Salmonella infection,2/249,0.3543299070983733,0.5056941392569018,0,0,1.6238122779476163,1.6847488521495495,MYO6;FOS
KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,1/89,0.3605214364245345,0.5092263619494062,0,0,2.2741046831955924,2.32005037808893,FOS
KEGG_2021_Human,Hypertrophic cardiomyopathy,1/90,0.3637331156781473,0.5092263619494062,0,0,2.2484394506866416,2.273925239694265,DAG1
KEGG_2021_Human,Th1 and Th2 cell differentiation,1/92,0.3701086437867988,0.5114281505946419,0,0,2.1988011988011986,2.185517547233266,FOS
KEGG_2021_Human,Dilated cardiomyopathy,1/96,0.3826705658807354,0.5114281505946419,0,0,2.105794790005316,2.022786046627892,DAG1
KEGG_2021_Human,Circadian entrainment,1/97,0.3857720948428521,0.5114281505946419,0,0,2.083754208754209,1.9847936202473104,FOS
KEGG_2021_Human,Choline metabolism in cancer,1/98,0.3888581963975129,0.5114281505946419,0,0,2.062168072477351,1.947801335478516,FOS
KEGG_2021_Human,mRNA surveillance pathway,1/98,0.3888581963975129,0.5114281505946419,0,0,2.062168072477351,1.947801335478516,MSI2
KEGG_2021_Human,Progesterone-mediated oocyte maturation,1/100,0.394984420817951,0.5114281505946419,0,0,2.020304050607081,1.8766785261005492,IGF1R
KEGG_2021_Human,Prion disease,2/273,0.3972059124148234,0.5114281505946419,0,0,1.4781986595376158,1.3648215048179724,CREB3L2;LAMC1
KEGG_2021_Human,Melanogenesis,1/101,0.3980246944821334,0.5114281505946419,0,0,2.0,1.8424824583699575,CREB3L2
KEGG_2021_Human,Chagas disease,1/102,0.4010498423953424,0.5114281505946419,0,0,1.98009800980098,1.8091552855878603,FOS
KEGG_2021_Human,T cell receptor signaling pathway,1/104,0.4070550586365517,0.5114281505946419,0,0,1.9414533686378344,1.7449915352070269,FOS
KEGG_2021_Human,Toll-like receptor signaling pathway,1/104,0.4070550586365517,0.5114281505946419,0,0,1.9414533686378344,1.7449915352070269,FOS
KEGG_2021_Human,C-type lectin receptor signaling pathway,1/104,0.4070550586365517,0.5114281505946419,0,0,1.9414533686378344,1.7449915352070269,ARHGEF12
KEGG_2021_Human,Th17 cell differentiation,1/107,0.4159512905205901,0.5181766076824301,0,0,1.886220697541452,1.654568493195685,FOS
KEGG_2021_Human,Serotonergic synapse,1/113,0.4333492188372186,0.5353137409165643,0,0,1.7846320346320346,1.492329591518098,APP
KEGG_2021_Human,Platelet activation,1/124,0.4639232772068564,0.5683060145783991,0,0,1.6241274533957462,1.2473885010387038,ARHGEF12
KEGG_2021_Human,Oocyte meiosis,1/129,0.4772750912018035,0.5798300694765712,0,0,1.560290404040404,1.1540879003160078,IGF1R
KEGG_2021_Human,FoxO signaling pathway,1/131,0.4825231566060633,0.5814008526318959,0,0,1.5361305361305362,1.119418823893266,IGF1R
KEGG_2021_Human,Insulin signaling pathway,1/137,0.4979563925252978,0.5951186154570632,0,0,1.467914438502674,1.0234927306951356,SOCS2
KEGG_2021_Human,Measles,1/139,0.502998845735877,0.5962970187352736,0,0,1.4464939247547943,0.993983474661611,FOS
KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,1/143,0.5129338125908852,0.603210163606881,0,0,1.4054630815194196,0.9382990468495096,IGF1R
KEGG_2021_Human,Spliceosome,1/150,0.5298491312613169,0.6123953744034373,0,0,1.3389600705036946,0.8504578563729338,SRSF5
KEGG_2021_Human,Phagosome,1/152,0.5345743423067151,0.6123953744034373,0,0,1.3210917118201886,0.8273792233748533,CTSL
KEGG_2021_Human,mTOR signaling pathway,1/154,0.5392525329667543,0.6123953744034373,0,0,1.3036904997689311,0.8051218322041944,IGF1R
KEGG_2021_Human,Cushing syndrome,1/155,0.5415741406288901,0.6123953744034373,0,0,1.295159386068477,0.7942892672270463,CREB3L2
KEGG_2021_Human,Non-alcoholic fatty liver disease,1/155,0.5415741406288901,0.6123953744034373,0,0,1.295159386068477,0.7942892672270463,FOS
KEGG_2021_Human,Ribosome,1/158,0.5484697017864213,0.6154583676534651,0,0,1.270218104613009,0.7629225123606185,RPL23A
KEGG_2021_Human,JAK-STAT signaling pathway,1/162,0.557504289374834,0.6186542848497547,0,0,1.238408934061108,0.7235838652550021,SOCS2
KEGG_2021_Human,Hippo signaling pathway,1/163,0.559734829149778,0.6186542848497547,0,0,1.2307020825539343,0.7141667289104645,AFP
KEGG_2021_Human,Hepatocellular carcinoma,1/168,0.5707216454532212,0.6238094323663064,0,0,1.1935522893606727,0.6694081869063938,IGF1R
KEGG_2021_Human,Tight junction,1/169,0.5728862133976284,0.6238094323663064,0,0,1.1863876863876863,0.6608988084033616,MYH9
KEGG_2021_Human,Tuberculosis,1/180,0.5959948895695214,0.6442003585788209,0,0,1.1128604480559787,0.57593108520923,ARHGEF12
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,1/193,0.6217136526856437,0.6670942112758367,0,0,1.0368265993265993,0.4927784439166676,FOS
KEGG_2021_Human,Viral carcinogenesis,1/203,0.6403882389034606,0.6821526892667299,0,0,0.984998499849985,0.4389947847264882,CREB3L2
KEGG_2021_Human,Rap1 signaling pathway,1/210,0.6529144622374555,0.6892340288539156,0,0,0.9516698081291384,0.405705547236673,IGF1R
KEGG_2021_Human,Human immunodeficiency virus 1 infection,1/212,0.656413360813253,0.6892340288539156,0,0,0.9425534970558668,0.3967816231519864,FOS
KEGG_2021_Human,Ras signaling pathway,1/232,0.6895374384771322,0.7188794571357336,0,0,0.8600725873453147,0.3197184684889406,IGF1R
KEGG_2021_Human,Endocytosis,1/252,0.7194969722870609,0.7448313727197038,0,0,0.7907360457161254,0.2603126474157279,IGF1R
KEGG_2021_Human,Huntington disease,1/306,0.7868328435807778,0.8088421538907296,0,0,0.6489485014075178,0.1555785568700312,CREB3L2
KEGG_2021_Human,Amyotrophic lateral sclerosis,1/364,0.8413986443361361,0.85705725803341,0,0,0.5436458246375602,0.0938820447069887,CHCHD10
KEGG_2021_Human,Alzheimer disease,1/369,0.8453966150669691,0.85705725803341,0,0,0.5361220904699165,0.0900413806333399,APP
KEGG_2021_Human,Pathways of neurodegeneration,1/475,0.9101562029090008,0.916390149504268,0,0,0.4139709329582747,0.0389708273149979,APP
KEGG_2021_Human,Herpes simplex virus 1 infection,1/498,0.920169299924047,0.920169299924047,0,0,0.3943458732191126,0.0328086318828716,SRSF5
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),13/300,3.323356523972612e-09,3.2834762456849406e-06,0,0,10.211422163482718,199.35035054247123,APP;COL18A1;LAMA5;ELN;CTRB1;LAMB1;LAMC1;HSPG2;COL4A2;COL4A1;CTSL;DAG1;AGRN
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),11/216,1.1035748514051469e-08,3.81283965565662e-06,0,0,11.874212112907646,217.56081011094727,APP;COL18A1;LAMA5;COL4A2;COL4A1;ELN;DAG1;LAMB1;LAMC1;AGRN;HSPG2
GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),11/217,1.1577448347135488e-08,3.81283965565662e-06,0,0,11.815970328351696,215.92748460302147,APP;COL18A1;LAMA5;COL4A2;COL4A1;ELN;DAG1;LAMB1;LAMC1;AGRN;HSPG2
GO_Biological_Process_2021,amyloid fibril formation (GO:1990000),5/63,1.57800160031975e-05,0.0033690477868365,0,0,18.005444646098002,199.0819922903512,APP;APOA1;APOA4;HSPG2;ITM2B
GO_Biological_Process_2021,diterpenoid metabolic process (GO:0016101),5/64,1.7049836977917738e-05,0.0033690477868365,0,0,17.699375557537913,194.32799152298216,SDC4;APOA1;APOA4;AGRN;HSPG2
GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),9/351,6.665947943079103e-05,0.0109765942796035,0,0,5.65587044534413,54.38635980698232,APP;COL18A1;COL4A2;COL4A1;MYO6;APOA1;APOA4;HSPG2;ITM2B
GO_Biological_Process_2021,high-density lipoprotein particle remodeling (GO:0034375),3/18,9.371291441807692e-05,0.0121609080426021,0,0,41.0,380.2862565875762,ALB;APOA1;APOA4
GO_Biological_Process_2021,retinoid metabolic process (GO:0001523),5/92,9.84688910332156e-05,0.0121609080426021,0,0,11.986085904416212,110.5808703968905,SDC4;APOA1;APOA4;AGRN;HSPG2
GO_Biological_Process_2021,positive regulation of cellular protein metabolic process (GO:0032270),5/102,0.00016033559543799543,0.0176012853658599,0,0,10.744981009224093,93.8922386262267,RBM3;CIRBP;PLXNB2;EEF2;OGT
GO_Biological_Process_2021,regulation of intestinal lipid absorption (GO:1904729),2/5,0.0002450871709985121,0.0178729037910614,0,0,135.35374149659864,1125.3170126751409,APOA1;APOA4
GO_Biological_Process_2021,peptidyl-cysteine S-nitrosylation (GO:0018119),2/5,0.0002450871709985121,0.0178729037910614,0,0,135.35374149659864,1125.3170126751409,S100A9;S100A8
GO_Biological_Process_2021,pattern recognition receptor signaling pathway (GO:0002221),4/61,0.0002467423464107934,0.0178729037910614,0,0,14.505116959064328,120.49641294473822,CTSL;S100A1;S100A9;S100A8
GO_Biological_Process_2021,positive regulation of lipid metabolic process (GO:0045834),3/25,0.00025751452149389134,0.0178729037910614,0,0,27.944704779756325,230.94718074554484,ZBTB20;APOA1;APOA4
GO_Biological_Process_2021,response to lipid (GO:0033993),5/114,0.0002695587648476865,0.0178729037910614,0,0,9.556253017865766,78.54020736590117,SOCS2;ERBIN;APOA4;S100A9;S100A8
GO_Biological_Process_2021,regulation of translation (GO:0006417),6/178,0.0002725876297750356,0.0178729037910614,0,0,7.3211281543790205,60.08852844663159,RBM3;APP;BTG2;CIRBP;PLXNB2;EEF2
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),6/180,0.0002894397375070674,0.0178729037910614,0,0,7.236243580337491,58.95775366137142,RBM3;CIRBP;PLXNB2;APOA1;APOA4;EEF2
GO_Biological_Process_2021,post-translational protein modification (GO:0043687),8/345,0.0003391329364700043,0.0197096083077861,0,0,5.047864791639788,40.327989409220486,SOCS2;APP;ALB;APOA1;IGFBP7;LAMB1;LAMC1;AFP
GO_Biological_Process_2021,aminoglycan catabolic process (GO:0006026),3/31,0.0004924436798304106,0.0253063761299195,0,0,21.949926362297496,167.17350275311443,SDC4;AGRN;HSPG2
GO_Biological_Process_2021,integrin-mediated signaling pathway (GO:0007229),4/75,0.0005447798971617201,0.0253063761299195,0,0,11.636737089201878,87.4515769117314,LAMA5;ERBIN;APOA1;MYH9
GO_Biological_Process_2021,cellular response to hormone stimulus (GO:0032870),4/76,0.0005728566057742373,0.0253063761299195,0,0,11.474537037037036,85.65598609029966,SOCS2;PAX8;CTSL;ATP1A1
GO_Biological_Process_2021,positive regulation of response to external stimulus (GO:0032103),5/139,0.0006692051180227493,0.0253063761299195,0,0,7.763550667714061,56.7470520628467,ANKRD17;APP;GRN;S100A9;S100A8
GO_Biological_Process_2021,regulation of intestinal cholesterol absorption (GO:0030300),2/8,0.0006795551666861537,0.0253063761299195,0,0,67.66666666666667,493.5655481733249,APOA1;APOA4
GO_Biological_Process_2021,positive regulation of lipoprotein lipase activity (GO:0051006),2/8,0.0006795551666861537,0.0253063761299195,0,0,67.66666666666667,493.5655481733249,APOA1;APOA4
GO_Biological_Process_2021,leukocyte aggregation (GO:0070486),2/8,0.0006795551666861537,0.0253063761299195,0,0,67.66666666666667,493.5655481733249,S100A9;S100A8
GO_Biological_Process_2021,positive regulation of triglyceride catabolic process (GO:0010898),2/8,0.0006795551666861537,0.0253063761299195,0,0,67.66666666666667,493.5655481733249,APOA1;APOA4
